1.00000000000000 -2.0000000000000000000000000000000000000000000000000000
0.50000000000000 -2.0097219630088360986519546713680028915405273437500000
0.25000000000000 -2.2028914172409983507350261788815259933471679687500000
0.12500000000000 -2.2107004438276565139176454977132380008697509765625000
0.06250000000000 -2.2108236656070916481553467747289687395095825195312500
0.03125000000000 -2.2108255933094582701414765324443578720092773437500000
0.01562500000000 -2.2108256232965706189474985876586288213729858398437500
0.00781250000000 -2.2108256237584020809094909054692834615707397460937500
0.00390625000000 -2.2108256237658441278881582547910511493682861328125000
0.00195312500000 -2.2108256237659844600784708745777606964111328125000000
0.00097656250000 -2.2108256237660119936094815784599632024765014648437500
0.00048828125000 -2.2108256237660137699663209787104278802871704101562500
0.00024414062500 -2.2108256237659738019374344730749726295471191406250000
0.00012207031250 -2.2108256237659777987403231236385181546211242675781250
